wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
6904241	NP_Size_1290	0.17787190308285267	27.665120495792436	192.03675112993625	150	0.8785600465348549	2022-07-12	206	179	193
6904241	NP_Size_1290	0.13015334446437404	39.00539586057163	187.8157082421791	170	0.7866202564310814	2022-07-07	208	169	188
6904241	NP_Size_1290	0.1286732253708282	31.957523990956126	190.88688570300428	190	0.7299817162751198	2022-07-10	207	175	191
6904241	NP_Size_1630	0.5006228956854771	12.846980757978052	172.2694025968199	30	0.9469393013712221	2022-06-22	179	166	173
6904241	NP_Size_1630	0.25281396041107046	17.614261512872886	188.77601570547546	90	0.9801627894711796	2022-07-08	198	180	189
6904241	NP_Size_1630	0.43966464582417797	18.42148674654363	191.70547842731108	110	0.9080355832719531	2022-07-11	201	183	192
6904241	NP_Size_1630	0.2440423013009409	29.036811588167996	194.60408726764817	130	0.6902540604302213	2022-07-14	210	181	195
6904241	NP_Size_1630	0.26698973243553187	26.493820662948327	193.4588554391409	150	0.8492831680920226	2022-07-13	207	181	194
6904241	NP_Size_1630	0.21343531785813427	29.149175768595256	191.88264245351297	170	0.6415985960993148	2022-07-11	207	178	192
6904241	NP_Size_1630	0.18706407883709558	24.622950410602723	191.72159270007026	190	0.8677684457241461	2022-07-11	205	180	192
6904241	NP_Size_2050	0.42233904081804863	7.265550460158773	177.96128859834118	30	0.9977307843709372	2022-06-27	182	175	178
6904241	NP_Size_2050	0.23118873222897915	6.5229642792745315	171.05950347086858	50	0.9518610851625545	2022-06-21	175	168	172
6904241	NP_Size_2050	0.30400907980373715	21.772264355126932	185.21793220077993	90	0.9445787144729834	2022-07-05	197	175	186
6904241	NP_Size_2050	0.45940156888640427	19.224381564873177	191.8539692989083	110	0.958479741539196	2022-07-11	202	183	192
6904241	NP_Size_2050	0.42156077530381836	25.9364249409642	192.61068787111105	130	0.8477615116468737	2022-07-12	206	180	193
6904241	NP_Size_2050	0.46854466337020356	25.005475889020172	192.86317090870702	150	0.83921483250515	2022-07-12	206	181	193
6904241	NP_Size_2050	0.3655234973794376	27.234860155884334	192.0793874433066	170	0.7811427814379521	2022-07-12	206	179	193
6904241	NP_Size_2050	0.4206220629248281	27.887451130282074	191.99669164459993	190	0.45167357823711896	2022-07-11	206	179	192
1902578	NP_Size_102	0.5035826731757469	15.181081971084597	189.99623174557823	50	0.8668366479862525	2022-07-09	198	183	190
1902578	NP_Size_102	0.2679142698151525	23.7968862447991	195.75208516638006	70	0.44771209062709094	2022-07-15	208	184	196
